,system_date,lat,lon,speed,LA,LZ
309,2022-11-17 22:52:10.208357,0.0,0.0,3.304,65.36,77.48
310,2022-11-17 22:52:11.214940,0.0,0.0,1.527,65.19,77.4
311,2022-11-17 22:52:12.221311,0.0,0.0,0.625,65.42,77.77
312,2022-11-17 22:52:13.227541,0.0,0.0,0.436,64.5,77.66
313,2022-11-17 22:52:14.233779,0.0,0.0,0.544,64.85,77.99
314,2022-11-17 22:52:15.240158,0.0,0.0,1.053,63.93,78.91
315,2022-11-17 22:52:16.252337,39.9711905,0.013321,1.37,69.99,83.6
316,2022-11-17 22:52:17.264368,39.9711903333,0.013323,0.8,63.36,78.33
317,2022-11-17 22:52:18.276983,39.9711893333,0.0133255,1.172,63.53,79.74
318,2022-11-17 22:52:19.289041,39.9711886667,0.0133255,0.674,62.23,79.68
319,2022-11-17 22:52:20.301164,39.9711895,0.013328,1.462,63.27,79.15
320,2022-11-17 22:52:21.313238,39.9711903333,0.0133276667,0.909,63.12,78.45
321,2022-11-17 22:52:22.333988,39.971191,0.0133295,0.895,63.14,78.67
322,2022-11-17 22:52:23.346643,39.9711913333,0.01333,0.818,62.69,77.11
323,2022-11-17 22:52:24.358753,39.9711905,0.0133258333,0.573,61.71,78.32
324,2022-11-17 22:52:25.370699,39.9711901667,0.0133248333,0.452,63.2,79.89
325,2022-11-17 22:52:26.382702,39.971191,0.0133278333,0.272,62.26,77.83
